accuracy,loss,val_accuracy,val_loss
0.5593487620353699,1.2105844020843506,0.7269260287284851,0.7673327922821045
0.7092086672782898,0.8091726303100586,0.7986270189285278,0.5646613836288452
0.7491246461868286,0.6902093887329102,0.8230358362197876,0.49677732586860657
0.7839635610580444,0.603381872177124,0.8428680300712585,0.44347456097602844
0.8037465214729309,0.5549161434173584,0.8573607802391052,0.4036718010902405
0.8214285969734192,0.5094369053840637,0.879481315612793,0.3706423342227936
0.832457959651947,0.48171064257621765,0.879481315612793,0.350068598985672
0.838760495185852,0.45260563492774963,0.8771929740905762,0.33669397234916687
0.8398109078407288,0.44229674339294434,0.893211305141449,0.305398166179657
0.8517156839370728,0.407896488904953,0.8962624073028564,0.2891996502876282
0.8594187498092651,0.3997596204280853,0.9016018509864807,0.284597784280777
0.8674719929695129,0.38536810874938965,0.909229576587677,0.27341997623443604
0.8714985847473145,0.3726635277271271,0.9084668159484863,0.2600916028022766
0.8723739385604858,0.36427393555641174,0.9145690202713013,0.25116288661956787
0.8814775943756104,0.35281261801719666,0.9138062596321106,0.2469712346792221
0.8862044811248779,0.33381351828575134,0.9168573617935181,0.24498264491558075
0.8890056014060974,0.32947298884391785,0.9206712245941162,0.22653836011886597
0.8900560140609741,0.3179938793182373,0.9191457033157349,0.22760772705078125
0.8926820755004883,0.31440603733062744,0.9260106682777405,0.21222420036792755
0.8965336084365845,0.3080258071422577,0.9359267950057983,0.20114123821258545
0.9017857313156128,0.2876516878604889,0.9328756928443909,0.19798888266086578
0.8972339034080505,0.2995185852050781,0.9374523162841797,0.19288799166679382
0.9077380895614624,0.27467915415763855,0.9382150769233704,0.1850539892911911
0.9059873819351196,0.2831641733646393,0.9412662386894226,0.17009569704532623
0.9098389148712158,0.27092045545578003,0.9443173408508301,0.17073030769824982
0.9094887971878052,0.26176032423973083,0.9458428621292114,0.1614874005317688
0.918067216873169,0.2584817707538605,0.9458428621292114,0.1608540564775467
0.9110644459724426,0.2573900520801544,0.9458428621292114,0.1524851769208908
0.9126400351524353,0.25411349534988403,0.9458428621292114,0.15336473286151886
0.9196428656578064,0.24218124151229858,0.952707827091217,0.14701026678085327
