accuracy,loss,val_accuracy,val_loss
0.49229690432548523,1.2321724891662598,0.634630024433136,0.8517981767654419
0.6377801299095154,0.9027088284492493,0.9496567249298096,0.3864382207393646
0.730042040348053,0.7190842628479004,0.9687261581420898,0.2618107795715332
0.8063725233078003,0.5755505561828613,0.9618611931800842,0.1971636861562729
0.8343837261199951,0.5153435468673706,0.9656750559806824,0.162980854511261
0.8648459315299988,0.4650634825229645,0.9710144996643066,0.13982322812080383
0.8685224056243896,0.433657705783844,0.9733028411865234,0.12071455270051956
0.8872548937797546,0.4032727777957916,0.9687261581420898,0.12108846753835678
0.898809552192688,0.35319387912750244,0.9717772603034973,0.10872222483158112
0.9038865566253662,0.3391350507736206,0.9771167039871216,0.0940617173910141
0.9091386795043945,0.3157072961330414,0.9748283624649048,0.09476713836193085
0.906162440776825,0.33811765909194946,0.972540020942688,0.09805570542812347
